scope;key;field;eng;cat;spa
alert;csvIsoDateAmbiguity;text;One of the attributes contains data that looks like a date. The CSV import process cannot distinguish whether this value is a valid date or another type of data (for example, a time interval), which causes an error. The affected values have been loaded as null. To preserve and visualize this information, reload the CSV file with the Import numbers as strings option enabled. Then, use the meaning functionality to convert the data to the appropriate type;Un dels atributs conté dades que semblen una data. El procés d' importació CSV no pot distingir si aquest valor és una data vàlida o un altre tipus de dades (per exemple, un interval de temps), que causa un error. S' han carregat els valors afectats com a nul· la. Per a preservar i visualitzar aquesta informació, torneu a carregar el fitxer CSV amb l' opció Importa números com a cadenes habilitada. Llavors, useu la funcionalitat de significat per convertir les dades al tipus apropiat;Uno de los atributos contiene datos que parecen una fecha. El proceso de importación CSV no puede distinguir si este valor es una fecha válida u otro tipo de datos (por ejemplo, un intervalo de tiempo), que causa un error. Los valores afectados se han cargado como nulos. Para preservar y visualizar esta información, vuelva a cargar el archivo CSV con los números Import como opción de cadenas habilitadas. A continuación, utilice la funcionalidad de significado para convertir los datos al tipo apropiado
alert;queryUrlKvpNoEquals;text;Format error in query URL '{0}', Key and value pair (KVP) '{1}' without '='.;"Error de format a l' URL de consulta'{0}', clau i parell de valors (KVP)'{1}"" sense '='.";Error de formato en la URL de la consulta '{0}', Key and value pair (KVP) '{1}'sin '='.
alert;signinError;text;Signin error: {0};Error de signatura: {0};Error de registro: {0}
alert;signedOutFrom;text;Signed out from {0}.;Signat des de {0}.;Firmado desde {0}.
alert;signedOutError;text;Signed out error: {0};Error amb signe: {0};Error registrado: {0}
alert;catalogVersionUnsupported;text;Catalog version not supported.;No s' accepta la versió del catàleg.;Versión catálogo no compatible.
alert;websubUnsupported;text;This STA as a whole or this particular request does not support WebSbu and updates are not posible,;Aquesta STA com a completa o aquesta petició en particular no permet la WebSbu i les actualitzacions no són possibles,;Este STA como un todo o esta solicitud particular no admite WebSbu y las actualizaciones no son posibles,
alert;wrongFeatureLocationFormat;text;Wrong format for 'feature' or 'location'. I cannot find the coordinates.;Format incorrecte per a la característica 'o 'localització'. No puc trobar les coordenades.;Formato equivocado para 'feature' o 'location'. No puedo encontrar las coordenadas.
alert;featureLocationPointOnly;text;The coordinates format for 'feature' or 'location' is not supported. Only a Point structure is supported: Array of two decimal numbers.;El format de coordenades per a la característica 'o' no està implementat. Només s' accepta una estructura de punts: Matriu de dos nombres decimals.;El formato de coordenadas para 'feature' o 'location' no es compatible. Sólo se soporta una estructura Point: Array de dos números decimales.
alert;parentsNeededStaRoot;text;Parent(s) node(s) are needed to know about the STA root url;Els pares(s) node ((s) necessiten saber sobre l' URL arrel STA;Parent(s) node(s) are needed to know about the STA root url
alert;parentNoStaData;text;Parent node has no STA data associated;El node pare no té dades STA associades;Nodo de Padre no tiene datos asociados con STA
alert;parentMoreThanOneRecord;text;Parent node has more than a single record. Please select a record first.;El node pare té més que un sol registre. Si us plau, primer seleccioneu un registre.;El nodo de Padre tiene más que un solo registro. Por favor, seleccione un registro primero.
alert;parentNotMultiDatastream;text;Parent node ({0}) is not a/an MultiDatastream or is directly related to a/an MultiDatastream;Node pare ({0}) no és un/an MultiDatastre o està directament relacionat amb a/ en multiDatastream;Nodo de permisos{0}) no es un / un MultiDatastream o está directamente relacionado con un / un MultiDatastream
alert;parentSameEntityMultiDs;text;One parent node is the same as the entity MultiDatastream. This is for update or delete the entity. In this case, only one parent node is allowed.;Un node pare és el mateix que l' entitat multiDatastre. Això és per actualitzar o eliminar l' entitat. En aquest cas, només es permet un node pare.;Un nodo padre es el mismo que la entidad MultiDatastream. Esto es para actualizar o eliminar la entidad. En este caso, sólo se permite un nodo padre.
alert;parentSameEntity;text;One parent node is the same as the entity {0}. This is for update or delete the entity. In this case, only one parent node is allowed.;Un node pare és el mateix que l' entitat {0}. Això és per actualitzar o esborrar l' entitat. En aquest cas, només es permet un node pare.;Un nodo padre es el mismo que la entidad {0}. Esto es para actualizar o eliminar la entidad. En este caso, sólo se permite un nodo padre.
alert;cannotFindIotId;text;Cannot find @iot.id. Did you removed in a select?;No s' ha pogut trobar @ iot. id. T'has tret en una selecció?;No puedo encontrar @iot.id. ¿Te has quitado en un selecto?
alert;cannotFindIotIdInParent;text;Cannot find @iot.id in parent node {0}. Did you removed in a select?;No s' ha pogut trobar @ iot. id en el node pare {0}S' ha eliminat en una selecció?;No se puede encontrar @iot.id en el nodo padre {0}¿Te has quitado en un selecto?
alert;connectMultiDatastreamsRequired;text;You have to connect MultiDatastreams node with a compatible node STA \n Required nodes: Party,Sensor,ObservedProperty,Thing.\n Optional nodes: Campaigns, License,Observations;Heu de connectar el node multiDatastreams amb un node compatible STDA \n Nodes requerides: festa, Sensor, ObservedProperty,Thing.\n Nodes opcionals: Campes, llicència, pistes;Usted tiene que conectar el nodo MultiDatastreams con un nodo compatible STA \n Nodos obligatorios: Parte, Sensor,Properidad observada,Thing.\n Nodos opcionales: Campañas, Licencia,Observaciones
alert;parentNotEntityOrRelated;text;Parent node ({0}) is not a/an {1} or is directly related to a/an {1};Node pare ({0}) no és un/ a {1} o està directament relacionat amb un/an {1};Nodo de permisos{0}) no es un {1} o está directamente relacionado con a/an {1}
alert;longitudeRequired;text;Longitude parameter is required, please fill in the box before send;Es requereix el paràmetre longitud, ompliu la caixa abans d' enviar;Parametro de longitud es necesario, por favor rellene la caja antes de enviar
alert;latitudeRequired;text;Latitude parameter is required, please fill in the box before send;Es requereix el paràmetre de latitud, si us plau, ompliu la caixa abans d' enviar;Parametro de latitud es necesario, por favor rellene la caja antes de enviar
alert;multiObservationDataTypeRequired;text;multiObservationDataType parameter is required, please fill in the box before send;MultiObsertion Es requereix el paràmetre tipus de lletra, ompliu la caixa abans d' enviar;multiobservación El parámetro DataType es necesario, por favor rellene la caja antes de enviar
alert;paramRequiredGeneric;text;{0} parameter is required, please fill in the box before send;{0} Es requereix paràmetre, si us plau, ompliu la caixa abans d' enviar;{0} Parameter es necesario, por favor rellene la caja antes de enviar
alert;nameRequired;text;Name parameter is required, please fill in the box before send;Es requereix paràmetre de nom, ompliu la caixa abans d' enviar;Nombre parámetro es necesario, por favor rellene la caja antes de enviar
alert;descriptionRequired;text;Description parameter is required, please fill in the box before send;Es requereix paràmetre Descripció, ompliu la caixa abans d' enviar;Descripción del parámetro es necesario, por favor rellene la caja antes de enviar
alert;observationTypeRequired;text;ObservationType parameter is required, please fill in the box before send;Observació Es requereix paràmetre de tipus, ompliu la caixa abans d' enviar;Observación Parametro tipo es necesario, por favor rellene la caja antes de enviar
alert;parentsDifferentRootUrl;text;Not all parent nodes are from the same root URL: {0}, {1};No tots els nodes pares són de la mateixa URL arrel: {0}, {1};No todos los nodos padres son de la misma URL raíz: {0}, {1}
alert;linkEntitiesRequired;text;You need to Link entities required to create the new entity;Heu de crear una nova entitat per enllaçar entitats necessàries;Necesita vincular las entidades requeridas para crear la nueva entidad
alert;parentNotDirectlyRelated;text;Parent node ({0}) is not directly related to a/an {1};Node pare ({0}) no està directament relacionat amb un/an {1};Nodo de permisos{0}) no está directamente relacionado con a/an {1}
alert;parentQuotedMoreThanOne;text;Parent node '{0}' has more than a single record. Please select a record first.;Node pare{0}Té més que un sol registre. Si us plau, primer seleccioneu un registre.;Nodo de permiso{0}Tiene más que un solo disco. Por favor, seleccione un registro primero.
alert;symbolRequired;text;Symbol parameter is required, please fill in the box before send;Cal un paràmetre de símbols, si us plau, ompliu la caixa abans d' enviar;Parametro de símbolo es necesario, por favor rellene la caja antes de enviar
alert;definitionUomRequired;text;Definition (unitOfMeasurements) parameter is required, please fill in the box before send;Es requereix un paràmetre de definició (uniteDemiments), si us plau, ompliu la caixa abans d' enviar;Definición (unidadOfMeasurements) parámetro es necesario, por favor rellene la caja antes de enviar
alert;parentOutOfRange;text;Parent node is out of range;El node pare està fora de l' interval;El nodo de Padre está fuera de rango
alert;parseErrorFieldContent;text;Parse error: {0} The field content is:\n{1};Error d' anàlisi: {0} El contingut del camp és:\n{1};Error de parse: {0} El contenido de campo es:\n{1}
alert;transformationValuesBlock;text;Some value(s) of the data impide to excute this transformation.;Algun valor(s) de les dades impide a excute aquesta transformació.;Algún valor(s) de los datos impide excutir esta transformación.
alert;dggsLevelInvalid;text;Level is not a positive number or it is higher than {0}. The level 10 will be used instead.;El nivell no és un número positiu o és més alt que {0}El nivell 10 s'utilitzarà en el seu lloc.;El nivel no es un número positivo o es más alto que {0}El nivel 10 será usado en su lugar.
alert;formatRequestNotImplemented;text;The format requets from an external source ({0}) is not implemented yet;El format canvia d' una font externa ({0}) encara no està implementat;Los ramos de formato de una fuente externa ({0}) no se aplica todavía
alert;incompatibleNode;text;Incompatible node. {0}. It has not been added.;Node incompatible. {0}No s'ha afegit.;Nodo incompatible. {0}No se ha añadido.
alert;entityExpandMustBeList;text;The entity expanded must be a list to apply the filter.;L' entitat expandida ha de ser una llista per aplicar el filtre.;La entidad ampliada debe ser una lista para aplicar el filtro.
alert;parentNoDataLoadedIgnored;text;Parent node has no data loaded. It will be ignored.;El node pare no té dades carregades. S' ignorarà.;El nodo de permisos no tiene datos cargados. Será ignorado.
alert;parentMoreThanOneRowIgnored;text;Parent node has more than one row. Please select on row first. It will be ignored.;El node pare té més d'una fila. Seleccioneu primer a la fila. S' ignorarà.;El nodo de Padre tiene más de una fila. Por favor, seleccione primero en fila. Será ignorado.
alert;parentNoDataUrlIgnored;text;Parent node has no dataURL column. It will be ignored.;El node pare no té columna URL de dades. S' ignorarà.;Nodo de permiso no tiene columna de dataURL. Será ignorado.
alert;parentNoDataUrlOrHrefIgnored;text;Parent node has no 'dataURL' or 'href' column. It will be ignored.;El node pare no té una columna 'dataURL' o 'href'. S' ignorarà.;El nodo de Padre no tiene columna 'dataURL' o 'href'. Será ignorado.
alert;dataMustContainMetadata;text;The data has to contain metadata;Les dades han de contenir metadades;Los datos deben contener metadatos
alert;dataMustHaveAttributes;text;The data has to had attributes;Les dades han de tenir atributs;Los datos deben tener atributos
alert;nodeConnectedMustHaveData;text;The node conected has to have data;El node ha de tenir dades;El nodo conectado tiene que tener datos
alert;parentMustHaveDataTranspose;text;Parent node must have data to transpose;El node pare ha de tenir dades a transposar;El nodo pariente debe tener datos para transponer
alert;parentMustHaveDataEdit;text;Parent node must have data to edite it;El node pare ha de tenir dades per editar- lo;Nodo de Padre debe tener datos para editarlo
alert;parentMustHaveDataReplace;text;Parent node must have data to replace it;El node pare ha de tenir dades per reemplaçar- lo;El nodo de Padre debe tener datos para reemplazarlo
alert;parentMustHaveDataAnalyze;text;Parent node must have data to analyze;El node pare ha de tenir dades a analitzar;Nodo de Padre debe tener datos para analizar
alert;bothParentsEvaluateAndReference;text;Both a parent to evaluate and a reference parent are required.;Els dos pares a avaluar i cal un pare de referència.;Tanto un padre para evaluar como un padre de referencia son necesarios.
alert;onlyTwoParentsAllowed;text;Only 2 parents are allowed;Només es permeten dos pares;Sólo 2 padres están permitidos
alert;assignNameNewColumn;text;It is necessary to assign a name to the new column;Cal assignar un nom a la nova columna;Es necesario asignar un nombre a la nueva columna
alert;columnNameAlreadyExists;text;Chosen column name already exists, change it to add column to the list;El nom de columna escollit ja existeix, canvia per afegir columna a la llista;El nombre de columna elegido ya existe, cambiarlo para añadir columna a la lista
alert;columnNameAlreadyExistsTpl;text;Chosen column name ({0}) already exists, change it to add column to the list;Nom de columna escollit ({0}) ja existeix, canvieu- lo per afegir columna a la llista;Nombre de columna elegido ({0}) ya existe, cambiarlo para añadir columna a la lista
alert;needTwoAttrsOneAggregation;text;At least two attributes and one aggregation method have to be selected;Com a mínim s' han de seleccionar dos atributs i un mètode d' aggresió;Al menos dos atributos y un método de agregación deben ser seleccionados
alert;noColumnsInListToAdd;text;There are no columns in the list to add, nothing will be added to the table;No hi ha columnes a la llista per afegir, no s' afegirà res a la taula;No hay columnas en la lista que añadir, nada se añadirá a la tabla
alert;nonStaNodeMultipleRegisters;text;There is a node linked not STA with more than one register, if you want to use it, apply a select row to choose your register;Hi ha un node enllaçat no STEA amb més d' un registre, si voleu usar- lo, apliqueu una fila per escollir el registre;Hay un nodo vinculado no STA con más de un registro, si desea utilizarlo, aplique una fila selecta para elegir su registro
alert;moreThanOneSingleRegisterNode;text;There is more than one node with only one register linked. Link only one node with one register to use to take the coordenates;Hi ha més d' un node connectat. Enllaça només un node amb una caixa registradora per usar- lo per prendre les coordenes;Hay más de un nodo con un solo registro vinculado. Enlace sólo un nodo con un registro para usar para tomar los coordenados
alert;linkOnlyOneStaNode;text;It is necessary to link only one node with data from STA source;Cal enllaçar només un node amb dades de la font STA;Es necesario vincular sólo un nodo con datos de origen STA
alert;linkOneNodeWithDataProperty;text;It is necessary to link one node with a data property;Cal enllaçar un node amb una propietat de dades;Es necesario vincular un nodo con una propiedad de datos
alert;selectAData;text;It is necessary to select a Data;Cal seleccionar una dada;Es necesario seleccionar un Datos
alert;selectHeaderColumn;text;Select a header column.;Selecciona una columna de capçalera.;Seleccione una columna de encabezado.
alert;enterAttributeColumnName;text;Enter a name for the attribute column.;Introduïu un nom per a la columna de l' atribut.;Introduzca un nombre para la columna de atributo.
alert;attributeAlreadyAddedIn;text;This attribute has already been added in {0};Aquest atribut ja s' ha afegit a {0};Este atributo ya se ha añadido en {0}
alert;enterOneLetter;text;Enter one letter.;Introduïu una lletra.;Introduzca una carta.
alert;enterOneDigit;text;Enter one digit.;Introduïu un dígit.;Entra un dígito.
alert;enterOneCharEachInterval;text;Enter one character in each interval field.;Introduïu un caràcter en cada camp d' interval.;Introduzca un personaje en cada campo de intervalos.
alert;selectColumnToEvaluate;text;Select a column to evaluate.;Seleccioneu una columna per avaluar.;Seleccione una columna para evaluar.
alert;addAtLeastOneCustomPatternPiece;text;Add at least one piece to the custom pattern.;Afegeix com a mínim una peça al patró personalitzat.;Añadir al menos una pieza al patrón personalizado.
alert;selectAtLeastOneCompleteness;text;Select at least one Completeness check.;Selecciona com a mínim una comprovació de compleció.;Seleccione al menos un cheque de integridad.
alert;parentNodesNoData;text;Parent nodes do not contain data;Els nodes pare no contenen dades;Los ganglios parientes no contienen datos
alert;targetAndReferenceSame;text;target node and reference node are the same are identified as the same;El node i el node de referència destí són els mateixos identificats que el mateix;nodo objetivo y nodo de referencia son los mismos se identifican como los mismos
alert;uncertaintyColMustBeNumber;text;Selected uncertainly column must be of a 'number' type;La columna seleccionada ha de ser d' un tipus 'número';La columna seleccionada debe ser de tipo 'número'
alert;columnMustHaveGeometry;text;Selected collumn must have a geometry type;El col· llume seleccionat ha de tenir un tipus de geometria;El collumn seleccionado debe tener un tipo de geometría
alert;noOptionSelected;text;No option selected. Nothing to do.;No hi ha cap opció seleccionada. Res a fer.;No hay opción seleccionada. Nada que hacer.
alert;columnListEmpty;text;Column list is empty. Table will not be created.;La llista de columna és buida. La taula no es crearà.;La lista de columnas está vacía. La tabla no se creará.
alert;needGeographicColumns;text;This procedure must contain geographical information. The selected columns do not meet this requirement;Aquest procediment ha de contenir informació geogràfica. Les columnes seleccionades no compleixen aquest requisit;Este procedimiento debe contener información geográfica. Las columnas seleccionadas no cumplen este requisito
alert;xminHigherXmax;text;XMin value is higher than XMax value;El valor XMin és més alt que el valor XMx;El valor XMin es superior al valor XMax
alert;yminHigherYmax;text;YMin value is higher than YMax value;El valor YMin és més alt que el valor YMix;YMin valor es superior al valor YMax
alert;geographicValuesInvalid;text;This procedure must contain geographical information. Values introduced are not valid;Aquest procediment ha de contenir informació geogràfica. Els valors introduïts no són vàlids;Este procedimiento debe contener información geográfica. Los valores introducidos no son válidos
alert;needDateColumn;text;This procedure must contain date information. The selected column do not meet this requirement;Aquest procediment ha de contenir informació de data. La columna seleccionada no compleix aquest requisit;Este procedimiento debe contener información de fecha. La columna seleccionada no cumple este requisito
alert;endBeforeStart;text;End date can't be before start date;La data final no pot ser abans de la data d' inici;La fecha final no puede ser antes de la fecha de inicio
alert;datesInvalid;text;This procedure must contain date information. Introduced dates do not meet this requirement;Aquest procediment ha de contenir informació de data. Les dates introduïdes no compleixen aquest requisit;Este procedimiento debe contener información de fecha. Las fechas introducidas no satisfacen este requisito
alert;groupByTimeMustBeTime;text;The column selected to group by time must be a time-type column;La columna seleccionada al grup en el temps ha de ser una columna de tipus de temps;La columna seleccionada para agrupar por tiempo debe ser una columna tipo tiempo
alert;groupByXMustBeNumber;text;The column selected to group by position (X) must be a number-type column;La columna seleccionada al grup per posició (X) ha de ser una columna de tipus número;La columna seleccionada para agrupar por posición (X) debe ser una columna de tipo número
alert;groupByYMustBeNumber;text;The column selected to group by position (Y) must be a number-type column;La columna seleccionada al grup per posició (Y) ha de ser una columna de tipus número;La columna seleccionada para agrupar por posición (Y) debe ser una columna de tipo número
alert;invalidUnitAssumeSeconds;text;Invalid unit. Assumint seconds;Unitat no vàlida. Marcant segons;Unidad inválida. Assumint seconds
alert;separateColMustBeString;text;The content of column selected to separate must be 'string' type;El contingut de la columna seleccionada per separar ha de ser 'cadena';El contenido de la columna seleccionada para separar debe ser 'estring' tipo
alert;parentsNeededMergeExpands;text;Parent(s) node(s) are needed to merge expands;Es necessiten el node(s) per fusionar les expandicions;Parent(s) node(s) are needed to merge expands
alert;dateRoundingOneDateOnly;text;To apply date rounding only one date type attribute is allowed to be selected;Per a aplicar la data al voltant només es permet seleccionar un atribut de tipus de data;Para aplicar la fecha de redondeo sólo se permite seleccionar un atributo tipo de fecha
alert;dateRoundingNeedOneDate;text;To apply date rounding one date type attribute is has to be selected;Per aplicar la data al voltant d' un atribut de tipus de data s' ha de seleccionar;Para aplicar fecha redondeando un atributo tipo fecha es necesario seleccionar
alert;xAxisSameType;text;All series in X axis has to have same type of data;Totes les series de l' eix X han de tenir el mateix tipus de dades;Toda serie en eje X tiene que tener el mismo tipo de datos
alert;intervalTooLongForGraphic;text;The interval of the data selected is too long to apply to the graphic. Filter interval to make it shorter or choose a bigger interval to X axis;L' interval de les dades seleccionades és massa temps per aplicar al gràfic. Interval de filtre per a fer- lo més curts o escollir un interval més gran a l' eix X;El intervalo de los datos seleccionados es demasiado largo para aplicar al gráfico. Intervalo de filtro para hacerlo más corto o elegir un intervalo más grande al eje X
alert;tooManySeries20;text;Too many series (20). Remove one before adding another.;Massa series (20). Elimina'n un abans d'afegir-ne un altre.;Demasiada serie (20). Retire uno antes de añadir otro.
alert;tooManySeriesShowingFirst;text;Too many series ({0}). Showing the first {1} series.;Massa sèrie ({0}.. Mostrant el primer {1} En sèrie.;Demasiada serie{0}). Mostrando el primero {1} serie.
alert;addAtLeastOneSeries;text;Add at least one series.;Afegeix almenys una sèrie.;Añadir al menos una serie.
alert;radarNeedThreeNumericCols;text;Select at least three numeric columns to use as radar axes.;Seleccioneu com a mínim tres columnes numèriques per usar com a eixos de radar.;Seleccione al menos tres columnas numéricas para usar como ejes de radar.
alert;selectItemColumn;text;Select an item column.;Seleccioneu una columna d' element.;Seleccione una columna de elemento.
alert;selectCategoriesColumn;text;Select a categories column.;Seleccioneu una columna de categories.;Seleccione una columna de categorías.
alert;radarNeedThreeCategories;text;A radar chart needs at least three categories. The selected column has {0} unique values.;Un diagrama de radar necessita almenys tres categories. La columna seleccionada té {0} Valors únics.;Un diagrama de radar necesita al menos tres categorías. La columna seleccionada {0} valores únicos.
alert;noSeriesFromColumns;text;No series could be created from the selected columns.;No s' ha pogut crear cap sèrie de les columnes seleccionades.;No se puede crear ninguna serie de las columnas seleccionadas.
alert;addSeriesWithCityOrValue;text;Add at least one series with a city or value column.;Afegeix almenys una sèrie amb una ciutat o columna de valor.;Añadir al menos una serie con una ciudad o columna de valor.
alert;drawRadarFirst;text;Draw the radar chart first.;Primer dibuixeu el diagrama de radar.;Dibuja el radar primero.
alert;chartImageSaveFailed;text;The chart image could not be saved.;No s' ha pogut desar la imatge del diagrama.;La imagen gráfica no se puede guardar.
alert;selectImageUrlColumn;text;Please, select a column that has urls to images in it;Si us plau, seleccioneu una columna que conté URL per a imatges en ella;Por favor, seleccione una columna que tiene urls a imágenes en ella
alert;sizeNotIntegerUse200;text;Size is not an integer number. Using 200 instead;La mida no és un número enter. Usar 200 enlloc;El tamaño no es un número entero. Usando 200 en su lugar
alert;sizeOutOfRangeUse200;text;Size is out of the [2,2000] range. Using 200 instead;La mida està fora de l' interval [2, 2000]. Usar 200 enlloc;El tamaño está fuera del rango [2,2000]. Usando 200 en su lugar
clarification;errorLoadingConfig;text;Error loading 'config.json';Error en carregar el 'config.json';Carga de error 'config.json'
clarification;errorDownloadingSchema;text;Error downloading TAPIS schema '{0}';Error en baixar l' esquema TAPIS'{0}';Descarga de errores TAPIS schema '{0}'
clarification;errorDownloadingSchemaWithMsg;text;Error downloading TAPIS schema '{0}': {1};Error en baixar l' esquema TAPIS'{0}': {1};Descarga de errores TAPIS schema '{0}': {1}
clarification;downloadSchemaCompleted;text;Download TAPIS schema completed.;Baixa l' esquema TAPIS completat.;Descargar esquema TAPIS completado.
clarification;errorOpeningNotInSchema;text;Error opening '{0}'. Not found in the schema;Error en obrir '{0}'. No s' ha trobat a l' esquema;Apertura de errores{0}No se encuentra en el esquema
clarification;errorRetrieving;text;Error retrieving {0};S' ha produït un error en recuperar {0};Recuperación de errores {0}
clarification;errorWithUrl;text;There was an error with {0}: {1};Hi ha hagut un error amb {0}: {1};Hubo un error con {0}: {1}
clarification;httpResponseCode;text;HTTP Response Code: {0} reading {1}: {2};Codi de resposta HTTP: {0} lectura {1}: {2};Código de respuesta HTTP: {0} lectura {1}: {2}
clarification;syntaxErrorReading;text;Syntax error reading {0}: {1};Error de lectura de sintaxi {0}: {1};Lectura de error sintaxis {0}: {1}
clarification;errorInterpreting;text;Error interpreting {0}: {1};Error en interpretar {0}: {1};Interpretación de errores {0}: {1}
clarification;completed;text;Completed.;Completat.;Completado.
clarification;meaningFromNimmbus;text;Meaning retrieved from NiMMbus.;Significat recuperat del NiMM.;Significa recuperarse de NiMMbus.
clarification;jsonMessageParseError;text;JSON message parse error: {0} The file content is:\n{1};Error d' anàlisi del missatge JSON: {0} El contingut del fitxer és:\n{1};JSON mensaje parse error: {0} El contenido del archivo es:\n{1}
clarification;jsonMessageParseErrorResponse;text;JSON message parse error: {0} The response was:\n{1};Error d' anàlisi del missatge JSON: {0} La resposta era:\n{1};JSON mensaje parse error: {0} La respuesta fue:\n{1}
clarification;downloadCsvwCompleted;text;Download CSVW completed.;S' ha completat la descàrrega CSVW.;Descarga CSVW completado.
clarification;errorDownloadingCsvw;text;Error downloading CSVW. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar CSVW. <br>Nom: {0} missatge: {1} a: {2} text: {3};Descarga de errores CSVW. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;downloadGeojsonSchemaCompleted;text;Download GeoJSON schema completed.;Baixa l' esquema GeoJSON completat.;Descargar GeoJSON schema completado.
clarification;errorDownloadingGeojsonSchema;text;Error downloading GeoJSON Schema. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar l' esquema GeoJSON. <br>Nom: {0} missatge: {1} a: {2} text: {3};Descarga de errores GeoJSON Schema. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;csvParseError;text;CSV parse error: {0} The file content fragment:\n{1};Error d' anàlisi CSV: {0} El fragment del contingut del fitxer:\n{1};Error parse CSV: {0} El fragmento de contenido de archivo:\n{1}
clarification;downloadCsvCompleted;text;Download CSV completed.;Baixa CSV finalitzada.;Descarga CSV completado.
clarification;errorDownloadingCsv;text;Error downloading CSV. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar CSV. <br>Nom: {0} missatge: {1} a: {2} text: {3};Descarga de errores CSV. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;dbfNoRecords;text;DBF table has no records.;La taula DBF no té registres.;La tabla DBF no tiene registros.
clarification;dbfLoaded;text;DBF table has been loaded.;S' ha carregat la taula DBF.;La mesa DBF ha sido cargada.
clarification;dbfParseError;text;DBF parse error: {0};Error dBF d' anàlisi: {0};DBF parse error: {0}
clarification;downloadDbfCompleted;text;Download DBF completed.;S' ha completat la descàrrega de la BDF.;Descargar DBF completado.
clarification;errorDownloadingDbf;text;Error downloading DBF. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar la BDF. <br>Nom: {0} missatge: {1} a: {2} text: {3};Descarga de errores DBF. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;gpkgNoTables;text;GeoPackage database has no tables.;La base de dades GeoPackage no té taules.;La base de datos GeoPackage no tiene tablas.
clarification;gpkgDbLoaded;text;GeoPackage database table has been loaded.;S' ha carregat la taula de bases de dades GeoPackage.;Se ha cargado la tabla de bases de datos GeoPackage.
clarification;gpkgParseError;text;Geopackage parse error: {0};Error en analitzar el Geopackage: {0};Geopackage parse error: {0}
clarification;gpkgTableNoRecords;text;GeoPackage table has no records.;La taula GeoPackage no té registres.;La tabla GeoPackage no tiene registros.
clarification;gpkgTableLoaded;text;GeoPackage table has been loaded.;S' ha carregat la taula GeoPackage.;Se ha cargado la tabla GeoPackage.
clarification;downloadGpkgCompleted;text;Download GPKG completed.;Baixeu el GPKG completat.;Descargar GPKG completado.
clarification;errorDownloadingGpkgUnexpectedType;text;Error downloading GPKG. <br>Unexpected media type: {0};Error en baixar el GPKG. <br>Tipus de suport inesperat: {0};Descarga de errores GPKG. <br>Tipo de medio inesperado: {0}
clarification;errorDownloadingGpkgResponse;text;Error downloading GPKG. <br>Response: {0};Error en baixar el GPKG. <br>Resposta: {0};Descarga de errores GPKG. <br>Respuesta: {0}
clarification;errorDownloadingGpkg;text;Error downloading GPKG. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar el GPKG. <br>Nom: {0} missatge: {1} a: {2} text: {3};Descarga de errores GPKG. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;jsonldParseError;text;JSONLD parse error: {0}\n File content fragment:\n{1};Error d' anàlisi de JSONLD: {0}\n fragment del contingut del fitxer:\n{1};JSONLD parse error: {0}\n fragmento de contenido de archivo:\n{1}
clarification;jsonldNoRecords;text;JSON-LD resulted in no records.;JSON-LD ha resultat sense registre.;JSON-LD no resultó en registros.
clarification;jsonldLoaded;text;JSON-LD has been loaded.;S'ha carregat elLD.;JSON-LD ha sido cargado.
clarification;downloadJsonldCompleted;text;Download JSONLD completed.;Baixa el JSONLD completat.;Descargar JSONLD completado.
clarification;errorDownloadingJsonld;text;Error downloading JSONLD. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar el JSONLD. <br>Nom: {0} missatge: {1} a: {2} text: {3};Descarga de errores JSONLD. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;jsonParseError;text;JSON parse error: {0}\n File content fragment:\n{1};Error d' anàlisi JSON: {0}\n fragment del contingut del fitxer:\n{1};JSON parse error: {0}\n fragmento de contenido de archivo:\n{1}
clarification;jsonNoRecords;text;JSON resulted in no records.;En JSON va resultar en cap registre.;JSON no consiguió ningún registro.
clarification;jsonLoaded;text;JSON has been loaded.;S'ha carregat en JSON.;JSON ha sido cargado.
clarification;errorDownloadingJson;text;Error downloading JSON;Error en baixar el JSON;Descarga de errores JSON
clarification;downloadJsonCompleted;text;Download JSON completed.;La baixada del JSON ha acabat.;Descargar JSON completado.
clarification;errorDownloadingJsonDetail;text;Error downloading JSON. <br>name: {0} message: {1} at: {2} text: {3};Error en baixar el JSON. <br>Nom: {0} missatge: {1} a: {2} text: {3};Error descargando JSON. <br>Nombre: {0} Mensaje: {1} a: {2} texto: {3}
clarification;geojsonParseError;text;GeoJSON parse error: {0} The file content fragment:\n{1};Error d' anàlisi GeoJSON: {0} El fragment del contingut del fitxer:\n{1};GeoJSON parse error: {0} El fragmento de contenido de archivo:\n{1}
